,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
22/11/2017 16:48:55,@trev_barry,Trevor Franklin,RT @Marie_Laird: Men give themselves too much credit. https://t.co/0SBkL7zBai,https://twitter.com/trev_barry/status/933376758698729472,Twitter for Android,Retweet (native),1.00,14.00
20/11/2017 15:42:37,@trev_barry,Trevor Franklin,RT @TheHoodVines: Never forget when this lil homie hit the sickest nae nae ever https://t.co/QH4NhDmltq,https://twitter.com/trev_barry/status/932635299544555520,Twitter for Android,Retweet (native),"41,400.00","69,842.00"
20/11/2017 15:39:15,@trev_barry,Trevor Franklin,I love how naive this tweet is... https://t.co/TIgg9xKnO4,https://twitter.com/trev_barry/status/932634450348990472,Twitter for Android,New,0.00,9.00
19/11/2017 04:13:50,@trev_barry,Trevor Franklin,I have this thing where the more anxious people get around me the calmer I get. I call it my mother mode lol,https://twitter.com/trev_barry/status/932099571857182720,Twitter for Android,New,0.00,8.00
18/11/2017 02:06:37,@trev_barry,Trevor Franklin,RT @MSUCapGreen: We'll be serving more than turkey at A Greener Thanksgiving tomorrow night! (hint: it's looks).… https://t.co/bAitwa7W3n,https://twitter.com/trev_barry/status/931705170450440192,Twitter for Android,Retweet (native),3.00,6.00
17/11/2017 23:14:18,@trev_barry,Trevor Franklin,"Can we slay any harder?

Catch CG at the Hannah Community Center tomorrow for a great show! 7-10pm

Photography courtesy of @monicamccurdy https://t.co/FKt13pBa3K",https://twitter.com/trev_barry/status/931661803553284099,Twitter for Android,New,2.00,8.00
17/11/2017 16:04:55,@trev_barry,Trevor Franklin,"Opening Twitter every morning gives me anxiety. It's like:
Who will I find out is a sexual monster today?",https://twitter.com/trev_barry/status/931553749428064257,Twitter for Android,New,0.00,10.00
16/11/2017 15:23:22,@trev_barry,Trevor Franklin,"RT @abbigaylgrace: 50,000 retweets.. twitter do ya thing 🏼‍♀️ https://t.co/PP1LuSCflX",https://twitter.com/trev_barry/status/931180904386629638,Twitter for Android,Retweet (native),"53,454.00","16,230.00"
16/11/2017 01:16:55,@trev_barry,Trevor Franklin,@rachel_arceri Why you so 😍😍💦💦💦👌👌👌❤❤❤,https://twitter.com/trev_barry/status/930967888277704705,Twitter for Android,Reply (native),0.00,1.00
16/11/2017 01:16:35,@trev_barry,Trevor Franklin,My need to comment on everything is going to get me in trouble some day lol,https://twitter.com/trev_barry/status/930967801451380736,Twitter for Android,New,0.00,10.00
15/11/2017 22:56:15,@trev_barry,Trevor Franklin,Blocking ad profiles on here is like pulling weeds. They just keep coming back,https://twitter.com/trev_barry/status/930932488913997826,Twitter for Android,New,0.00,1.00
15/11/2017 15:58:04,@trev_barry,Trevor Franklin,RT @Reuters: WATCH: Australians say 'yes' to same-sex marriage https://t.co/dhNR0cknZn via @ReutersTV https://t.co/QxyTO6Wrwo,https://twitter.com/trev_barry/status/930827249951084544,Twitter for Android,Retweet (native),103.00,244.00
15/11/2017 15:47:33,@trev_barry,Trevor Franklin,@Nickkkkowaaasss Why are you so #relatable,https://twitter.com/trev_barry/status/930824601348788231,Twitter for Android,Reply (native),0.00,2.00
15/11/2017 15:27:51,@trev_barry,Trevor Franklin,Provided your opinion doesn't threaten people's existence or how they live their lives https://t.co/kOcGOzl4It,https://twitter.com/trev_barry/status/930819645141143557,Twitter for Android,New,0.00,5.00
14/11/2017 20:07:17,@trev_barry,Trevor Franklin,@caitlin_rcc Queen of health 😍😍😍,https://twitter.com/trev_barry/status/930527578879942656,Twitter for Android,Reply (native),0.00,1.00
14/11/2017 19:53:12,@trev_barry,Trevor Franklin,@mlev28  https://t.co/6nY27jIepg,https://twitter.com/trev_barry/status/930524031421505538,Twitter for Android,Reply (native),0.00,2.00
14/11/2017 03:41:38,@trev_barry,Trevor Franklin,@K3NT_JAx0N Don't forget that fashion did too. Remember everything denim? https://t.co/1xRgOddhV1,https://twitter.com/trev_barry/status/930279532308942848,Twitter for Android,Reply (native),1.00,2.00
14/11/2017 01:53:53,@trev_barry,Trevor Franklin,The fact that Tangled and Frozen exist in the same universe is really getting me ready for a crossover movie,https://twitter.com/trev_barry/status/930252413893795840,Twitter for Android,New,0.00,3.00
11/11/2017 15:54:35,@trev_barry,Trevor Franklin,@MyiaHall @mlev28 Why you gotta do him like this? 😂,https://twitter.com/trev_barry/status/929376819790467074,Twitter for Android,Reply (native),0.00,2.00
10/11/2017 23:01:48,@trev_barry,Trevor Franklin,"RT @codyko: me [from the bathroom]: yoooo

roommate: whatsup u need toilet paper

me: nah my phone died im bored af wanna just chat for a m…",https://twitter.com/trev_barry/status/929121943969783809,Twitter for Android,Retweet (native),"3,811.00","33,613.00"
10/11/2017 1:06:08,@trev_barry,Trevor Franklin,@MyiaHall So you shut it in his face right?,https://twitter.com/trev_barry/status/928790847549792258,Twitter for Android,Reply (native),0.00,2.00
09/11/2017 19:51:44,@trev_barry,Trevor Franklin,"RT @ChrisEvans: Happy birthday to the incomparable Carl Sagan. Gone too soon. 
‘For small creatures such as we, the vastness is bearable on…",https://twitter.com/trev_barry/status/928711724378808321,Twitter for Android,Retweet (native),"5,846.00","39,958.00"
09/11/2017 19:43:09,@trev_barry,Trevor Franklin,@Moxie___ I'm feeling very attacked right now 😂,https://twitter.com/trev_barry/status/928709565335719936,Twitter for Android,Reply (native),0.00,3.00
08/11/2017 23:46:06,@trev_barry,Trevor Franklin,@trevv_b Well there goes your social life,https://twitter.com/trev_barry/status/928408316296007680,Twitter for Android,New,0.00,1.00
07/11/2017 22:11:16,@trev_barry,Trevor Franklin,"As a so called ""adult"" you would think I wouldn't find it so hard to talk to cashiers",https://twitter.com/trev_barry/status/928022063457161217,Twitter for Android,New,0.00,6.00
06/11/2017 15:35:42,@trev_barry,Trevor Franklin,"*whispers*
We're all amoebas https://t.co/2GQkWjEPSJ",https://twitter.com/trev_barry/status/927560127309377536,Twitter for Android,New,0.00,3.00
04/11/2017 23:34:35,@trev_barry,Trevor Franklin,@ABC7Veronica @alli_contrary @KatherineHeise @alli_contrary thought you guys needed to see this,https://twitter.com/trev_barry/status/926955869044174850,Twitter for Android,Reply (native),0.00,2.00
04/11/2017 0:53:40,@trev_barry,Trevor Franklin,@ktwrdn Is there an option on just Steve being a single mother to all the boys?,https://twitter.com/trev_barry/status/926613382022746113,Twitter for Android,Reply (native),0.00,1.00
03/11/2017 19:16:20,@trev_barry,Trevor Franklin,@___m3gan Pinned tweet material right here,https://twitter.com/trev_barry/status/926528489523728384,Twitter for Android,Reply (native),0.00,1.00
03/11/2017 19:15:40,@trev_barry,Trevor Franklin,Screaming https://t.co/uBSJQlPSAk,https://twitter.com/trev_barry/status/926528321235640321,Twitter for Android,New,0.00,1.00
03/11/2017 17:26:04,@trev_barry,Trevor Franklin,Don't do it. Adulthood is a trap https://t.co/oDmAa3kQcl,https://twitter.com/trev_barry/status/926500739387658240,Twitter for Android,New,1.00,6.00
01/11/2017 15:43:58,@trev_barry,Trevor Franklin,I try to dress nice every day cuz if I die I don't want my ghost walking around in some ratty tee. Gotta keep classy even in the afterlife,https://twitter.com/trev_barry/status/925750269048250368,Twitter for Android,New,0.00,4.00
01/11/2017 12:32:25,@trev_barry,Trevor Franklin,RT @claudetteditch: ITS CHRISTMAS SZN YALL! 🎅🏼🎅🏼🎅🏼,https://twitter.com/trev_barry/status/925702062440099840,Twitter for Android,Retweet (native),5.00,15.00
01/11/2017 1:52:18,@trev_barry,Trevor Franklin,@M_Ruffini Meme queen,https://twitter.com/trev_barry/status/925540972439769088,Twitter for Android,Reply (native),0.00,1.00
01/11/2017 1:12:06,@trev_barry,Trevor Franklin,@MyiaHall I'm loving the support guys ❤,https://twitter.com/trev_barry/status/925530857640689664,Twitter for Android,Reply (native),0.00,3.00
31/10/2017 21:07:18,@trev_barry,Trevor Franklin,@MyiaHall  https://t.co/LfM3qMh1Lc,https://twitter.com/trev_barry/status/925469252852822017,Twitter for Android,Reply (native),0.00,3.00
31/10/2017 18:30:59,@trev_barry,Trevor Franklin,@trevv_b Can this be my bio? 😂,https://twitter.com/trev_barry/status/925429912403632129,Twitter for Android,New,0.00,0.00
31/10/2017 15:09:24,@trev_barry,Trevor Franklin,The great thing about this weather is that nobody can see the winter weight I'm about to put on under all these sweaters,https://twitter.com/trev_barry/status/925379182787514369,Twitter for Android,New,1.00,11.00
31/10/2017 14:28:25,@trev_barry,Trevor Franklin,@MoonEmojii @mlev28,https://twitter.com/trev_barry/status/925368869543403522,Twitter for Android,Reply (native),0.00,1.00
30/10/2017 17:06:40,@trev_barry,Trevor Franklin,"With Halloween right around the corner just a friendly reminder that people's cultures are not costumes. 

If anyone's confused take a look: https://t.co/qIE8e6s9tL",https://twitter.com/trev_barry/status/925046307856814080,Twitter for Android,New,0.00,3.00
30/10/2017 04:21:09,@trev_barry,Trevor Franklin,Thanks I'm cured https://t.co/r2ibZ047Ci,https://twitter.com/trev_barry/status/924853655181787141,Twitter for Android,New,1.00,12.00
30/10/2017 04:17:34,@trev_barry,Trevor Franklin,@anisasx @KatherineHeise @trevv_b 😂😂,https://twitter.com/trev_barry/status/924852757571522562,Twitter for Android,Reply (native),0.00,1.00
29/10/2017 20:04:29,@trev_barry,Trevor Franklin,RT @postydamaris: .@DavidKHarbour how many retweets for you take my senior photos with me,https://twitter.com/trev_barry/status/924728665149181952,Twitter for Android,Retweet (native),"29,718.00","17,842.00"
29/10/2017 19:34:51,@trev_barry,Trevor Franklin,"The week is so full of potential to be productive and catch up on work.

*watches all of stranger things S2*",https://twitter.com/trev_barry/status/924721207794110464,Twitter for Android,New,0.00,2.00
25/10/2017 03:39:14,@trev_barry,Trevor Franklin,"RT @kellyblaus: This is it. I've finally found it. 

The WORST tweet on this god-forsaken website. https://t.co/nnFOPnEPIz",https://twitter.com/trev_barry/status/923031170371158017,Twitter for Android,Retweet (native),331.00,967.00
24/10/2017 13:47:29,@trev_barry,Trevor Franklin,@Chantelxxx_ At MSU we have a safe walk group that helps escort people back to their dorms at night. Just a PSA,https://twitter.com/trev_barry/status/922821851268698112,Twitter for Android,Reply (native),0.00,2.00
24/10/2017 04:55:44,@trev_barry,Trevor Franklin,@Nickkkkowaaasss Real talk. That shit had me feelin all types of ways,https://twitter.com/trev_barry/status/922688033534640128,Twitter for Android,Reply (native),0.00,1.00
24/10/2017 04:19:58,@trev_barry,Trevor Franklin,"Things I'm still shook about:

Katara waterbending the rain. Truly iconic https://t.co/ovcgSuhRy5",https://twitter.com/trev_barry/status/922679031526510592,Twitter for Android,New,0.00,5.00
24/10/2017 00:44:04,@trev_barry,Trevor Franklin,RT @MSUCapGreen: We had so much fun at Aca-ed yesterday! Special thanks to @archie9987 for being amazing and helping us with our arrangemen…,https://twitter.com/trev_barry/status/922624699175264256,Twitter for Android,Retweet (native),1.00,12.00
23/10/2017 03:59:19,@trev_barry,Trevor Franklin,"Can someone tell me how the sink trick to make your butt look bigger works?

Asking for a friend",https://twitter.com/trev_barry/status/922311448784769024,Twitter for Android,New,0.00,6.00
19/10/2017 20:53:53,@trev_barry,Trevor Franklin,"Me: Judging someone for their outward appearance is shallow and sad.

Some MSU student: 
*wears minion croc's*

Me https://t.co/AZFrCbm1gW",https://twitter.com/trev_barry/status/921117218276106240,Twitter for Android,New,1.00,11.00
18/10/2017 23:47:35,@trev_barry,Trevor Franklin,RT @MSUCapGreen: Thanks for the shoutout @tyleroakley !! 💚💚💚 #we'refamuz https://t.co/JceUFzkwdk,https://twitter.com/trev_barry/status/920798545237512192,Twitter for Android,Retweet (native),4.00,17.00
18/10/2017 23:47:01,@trev_barry,Trevor Franklin,As someone who is always trying to better himself I often find myself asking WWBWD? (what would Ben Wyatt do),https://twitter.com/trev_barry/status/920798401419030528,Twitter for Android,New,0.00,3.00
16/10/2017 14:50:59,@trev_barry,Trevor Franklin,"Me: it's too early for Christmas music, one holiday at a time

But also me: it's the most wondrous time of the year. Make em feel the cheer",https://twitter.com/trev_barry/status/919938728210173952,Twitter for Android,New,0.00,5.00
14/10/2017 16:00:46,@trev_barry,Trevor Franklin,RT @SarahMaskill: @MSUCapGreen is selling me straight sex rn and I am buying it https://t.co/HkEtVU49xt,https://twitter.com/trev_barry/status/919231513950150656,Twitter for Android,Retweet (native),3.00,9.00
13/10/2017 22:21:59,@trev_barry,Trevor Franklin,@K3NT_JAx0N I was literally watching that vine today I'm crying 😂😂😂,https://twitter.com/trev_barry/status/918965065340149761,Twitter for Android,Reply (native),1.00,1.00
11/10/2017 23:25:18,@trev_barry,Trevor Franklin,RT @MSUCapGreen: THIS FRIDAY AND SATURDAY (10/13 &amp; 10/14) at 7 pm at the Hannah Community Center! https://t.co/LzR1vJpwMf https://t.co/OJBn…,https://twitter.com/trev_barry/status/918256221202931712,Twitter for Android,Retweet (native),5.00,5.00
11/10/2017 13:31:45,@trev_barry,Trevor Franklin,When I asked for fall weather this is not what I meant. How can I get spooky in all this bullshit?,https://twitter.com/trev_barry/status/918106852298280965,Twitter for Android,New,0.00,6.00
11/10/2017 12:10:09,@trev_barry,Trevor Franklin,You be asking the real questions here https://t.co/lfkJOqacPr,https://twitter.com/trev_barry/status/918086314699972611,Twitter for Android,New,0.00,2.00
11/10/2017 4:00:35,@trev_barry,Trevor Franklin,RT @K3NT_JAx0N: Last Jedi need to come out tomorrow big fella. I can't wait,https://twitter.com/trev_barry/status/917963110232854529,Twitter for Android,Retweet (native),3.00,10.00
10/10/2017 21:42:22,@trev_barry,Trevor Franklin,"Life hack:

Fake your death to get out of your student loans.",https://twitter.com/trev_barry/status/917867929219321861,Twitter for Android,New,0.00,10.00
09/10/2017 0:36:59,@trev_barry,Trevor Franklin,"RT @buckotb: I don't know what this kid did or supposedly did, but this is nuts, I found this hard to watch smh look how massive the office…",https://twitter.com/trev_barry/status/917187097836113927,Twitter for Android,Retweet (native),"29,586.00","27,692.00"
09/10/2017 0:28:05,@trev_barry,Trevor Franklin,"RT @tonysharpe_: It is very difficult to have a conversation with someone when your goal is understanding, and their goal is to win. 😑",https://twitter.com/trev_barry/status/917184859147325440,Twitter for Android,Retweet (native),3.00,17.00
08/10/2017 20:29:25,@trev_barry,Trevor Franklin,@DampParkas Literally my best angle though 😊,https://twitter.com/trev_barry/status/917124796256800768,Twitter for Android,Reply (native),0.00,0.00
08/10/2017 19:26:49,@trev_barry,Trevor Franklin,"I know I'm late to the party but literally @ all my u of m friends:
Round 2 bitches https://t.co/V80TlO7Lpm",https://twitter.com/trev_barry/status/917109043927412736,Twitter for Android,New,0.00,5.00
